"V1","V2"
12.14107759769,0
27.3452863407122,0
42.5494950837343,0
57.7537038267565,0
72.9579125697786,0
88.1621213128007,0
103.366330055823,0
118.570538798845,0
133.774747541867,0
148.978956284889,0
164.183165027911,0
179.387373770934,0
194.591582513956,0
209.795791256978,0
225,0
240.204208743022,0
255.408417486044,0
270.612626229066,0
285.816834972089,0
301.021043715111,0
316.225252458133,0
331.429461201155,0
346.633669944177,0
361.837878687199,0
377.042087430221,0
392.246296173244,0
407.450504916266,0
422.654713659288,0
437.85892240231,0
12.14107759769,15.7673275853563
27.3452863407122,15.7673275853563
42.5494950837343,15.7673275853563
57.7537038267565,15.7673275853563
72.9579125697786,15.7673275853563
88.1621213128007,15.7673275853563
103.366330055823,15.7673275853563
118.570538798845,15.7673275853563
133.774747541867,15.7673275853563
148.978956284889,15.7673275853563
164.183165027911,15.7673275853563
179.387373770934,15.7673275853563
194.591582513956,15.7673275853563
209.795791256978,15.7673275853563
225,15.7673275853563
240.204208743022,15.7673275853563
255.408417486044,15.7673275853563
270.612626229066,15.7673275853563
285.816834972089,15.7673275853563
301.021043715111,15.7673275853563
316.225252458133,15.7673275853563
331.429461201155,15.7673275853563
346.633669944177,15.7673275853563
361.837878687199,15.7673275853563
377.042087430221,15.7673275853563
392.246296173244,15.7673275853563
407.450504916266,15.7673275853563
422.654713659288,15.7673275853563
437.85892240231,15.7673275853563
12.14107759769,31.5346551707126
27.3452863407122,31.5346551707126
42.5494950837343,31.5346551707126
57.7537038267565,31.5346551707126
72.9579125697786,31.5346551707126
88.1621213128007,31.5346551707126
103.366330055823,31.5346551707126
118.570538798845,31.5346551707126
133.774747541867,31.5346551707126
148.978956284889,31.5346551707126
164.183165027911,31.5346551707126
179.387373770934,31.5346551707126
194.591582513956,31.5346551707126
209.795791256978,31.5346551707126
225,31.5346551707126
240.204208743022,31.5346551707126
255.408417486044,31.5346551707126
270.612626229066,31.5346551707126
285.816834972089,31.5346551707126
301.021043715111,31.5346551707126
316.225252458133,31.5346551707126
331.429461201155,31.5346551707126
346.633669944177,31.5346551707126
361.837878687199,31.5346551707126
377.042087430221,31.5346551707126
392.246296173244,31.5346551707126
407.450504916266,31.5346551707126
422.654713659288,31.5346551707126
437.85892240231,31.5346551707126
57,46.85892240231
27.3452863407122,47.3019827560689
42.5494950837343,47.3019827560689
13,46.85892240231
72.9579125697786,47.3019827560689
88.1621213128007,47.3019827560689
103.366330055823,47.3019827560689
118.570538798845,47.3019827560689
133.774747541867,47.3019827560689
148.978956284889,47.3019827560689
164.183165027911,47.3019827560689
179.387373770934,47.3019827560689
194.591582513956,47.3019827560689
209.795791256978,47.3019827560689
225,47.3019827560689
240.204208743022,47.3019827560689
255.408417486044,47.3019827560689
270.612626229066,47.3019827560689
285.816834972089,47.3019827560689
301.021043715111,47.3019827560689
316.225252458133,47.3019827560689
331.429461201155,47.3019827560689
346.633669944177,47.3019827560689
361.837878687199,47.3019827560689
377.042087430221,47.3019827560689
392.246296173244,47.3019827560689
407.450504916266,47.3019827560689
422.654713659288,47.3019827560689
437.85892240231,47.3019827560689
12.14107759769,63.0693103414252
27.3452863407122,63.0693103414252
42.5494950837343,63.0693103414252
57.7537038267565,63.0693103414252
72.9579125697786,63.0693103414252
88.1621213128007,63.0693103414252
103.366330055823,63.0693103414252
118.570538798845,63.0693103414252
133.774747541867,63.0693103414252
148.978956284889,63.0693103414252
164.183165027911,63.0693103414252
179.387373770934,63.0693103414252
194.591582513956,63.0693103414252
209.795791256978,63.0693103414252
225,63.0693103414252
240.204208743022,63.0693103414252
255.408417486044,63.0693103414252
270.612626229066,63.0693103414252
285.816834972089,63.0693103414252
301.021043715111,63.0693103414252
316.225252458133,63.0693103414252
331.429461201155,63.0693103414252
346.633669944177,63.0693103414252
361.837878687199,63.0693103414252
377.042087430221,63.0693103414252
392.246296173244,63.0693103414252
407.450504916266,63.0693103414252
316,93.85892240231
437.85892240231,63.0693103414252
12.14107759769,78.8366379267815
27.3452863407122,78.8366379267815
42.5494950837343,78.8366379267815
57.7537038267565,78.8366379267815
72.9579125697786,78.8366379267815
88.1621213128007,78.8366379267815
103.366330055823,78.8366379267815
118.570538798845,78.8366379267815
133.774747541867,78.8366379267815
148.978956284889,78.8366379267815
164.183165027911,78.8366379267815
179.387373770934,78.8366379267815
194.591582513956,78.8366379267815
209.795791256978,78.8366379267815
225,78.8366379267815
240.204208743022,78.8366379267815
255.408417486044,78.8366379267815
270.612626229066,78.8366379267815
285.816834972089,78.8366379267815
301.021043715111,78.8366379267815
424,62.85892240231
331.429461201155,78.8366379267815
346.633669944177,78.8366379267815
361.837878687199,78.8366379267815
377.042087430221,78.8366379267815
392.246296173244,78.8366379267815
407.450504916266,78.8366379267815
422.654713659288,78.8366379267815
437.85892240231,78.8366379267815
12.14107759769,94.6039655121377
27.3452863407122,94.6039655121377
42.5494950837343,94.6039655121377
57.7537038267565,94.6039655121377
72.9579125697786,94.6039655121377
88.1621213128007,94.6039655121377
103.366330055823,94.6039655121377
118.570538798845,94.6039655121377
133.774747541867,94.6039655121377
